  9809     SPring-8 14b2 
 Fe-K_FePO4_Si1  20.05.26 16:04 - 20.05.26 16:08
 FePO4                                                                           
 Ring :   8.0 GeV    99.5 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.07739 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4415
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       16.95500  13.23500    -0.000850       0.05      4415
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    47.200   101.900
  16.14665  16.15755     0.050     31085     22210
  16.14580  16.15670     0.050     31106     22217
  16.14495  16.15586     0.050     31107     22216
  16.14410  16.15510     0.050     31094     22210
  16.14325  16.15439     0.050     31104     22214
  16.14240  16.15365     0.050     31104     22207
  16.14155  16.15290     0.050     31101     22200
  16.14070  16.15209     0.050     31111     22193
  16.13985  16.15118     0.050     31124     22189
  16.13900  16.15024     0.050     31113     22169
  16.13815  16.14931     0.050     31113     22147
  16.13730  16.14837     0.050     31124     22121
  16.13645  16.14747     0.050     31107     22073
  16.13560  16.14661     0.050     31103     22002
  16.13475  16.14578     0.050     31109     21901
  16.13390  16.14503     0.050     31098     21732
  16.13305  16.14432     0.050     31099     21447
  16.13220  16.14358     0.050     31099     21018
  16.13135  16.14283     0.050     31102     20468
  16.13050  16.14202     0.050     31083     19940
  16.12965  16.14110     0.050     31095     19661
  16.12880  16.14017     0.050     31102     19768
  16.12795  16.13925     0.050     31099     20206
  16.12710  16.13831     0.050     31102     20763
  16.12625  16.13742     0.050     31109     21214
  16.12540  16.13657     0.050     31103     21496
  16.12455  16.13575     0.050     31111     21634
  16.12370  16.13499     0.050     31114     21697
  16.12285  16.13428     0.050     31119     21708
  16.12200  16.13354     0.050     31106     21683
  16.12115  16.13279     0.050     31115     21658
  16.12030  16.13197     0.050     31120     21608
  16.11945  16.13105     0.050     31111     21552
  16.11860  16.13012     0.050     31113     21503
  16.11775  16.12919     0.050     31119     21426
  16.11690  16.12825     0.050     31122     21317
  16.11605  16.12736     0.050     31113     21156
  16.11520  16.12651     0.050     31117     20937
  16.11435  16.12569     0.050     31131     20636
  16.11350  16.12494     0.050     31118     20224
  16.11265  16.12423     0.050     31125     19711
  16.11180  16.12349     0.050     31137     19065
  16.11095  16.12272     0.050     31134     18288
  16.11010  16.12189     0.050     31135     17369
  16.10925  16.12096     0.050     31132     16325
  16.10840  16.12003     0.050     31138     15200
  16.10755  16.11910     0.050     31129     14076
  16.10670  16.11816     0.050     31137     13040
  16.10585  16.11728     0.050     31138     12184
  16.10500  16.11642     0.050     31139     11533
  16.10415  16.11561     0.050     31134     11050
  16.10330  16.11488     0.050     31132     10672
  16.10245  16.11416     0.050     31142     10331
  16.10160  16.11342     0.050     31127     10028
  16.10075  16.11266     0.050     31128      9774
  16.09990  16.11182     0.050     31126      9567
  16.09905  16.11088     0.050     31128      9403
  16.09820  16.10996     0.050     31127      9265
  16.09735  16.10904     0.050     31123      9114
  16.09650  16.10810     0.050     31125      8924
  16.09565  16.10721     0.050     31125      8679
  16.09480  16.10636     0.050     31118      8380
  16.09395  16.10555     0.050     31121      8065
  16.09310  16.10481     0.050     31121      7751
  16.09225  16.10410     0.050     31109      7467
  16.09140  16.10335     0.050     31102      7209
  16.09055  16.10259     0.050     31102      6986
  16.08970  16.10174     0.050     31096      6784
  16.08885  16.10081     0.050     31056      6599
  16.08800  16.09989     0.050     31009      6436
  16.08715  16.09896     0.050     30925      6298
  16.08630  16.09802     0.050     30867      6189
  16.08545  16.09714     0.050     30917      6108
  16.08460  16.09629     0.050     31006      6052
  16.08375  16.09548     0.050     31086      6003
  16.08290  16.09474     0.050     31104      5954
  16.08205  16.09402     0.050     31121      5917
  16.08120  16.09328     0.050     31131      5888
  16.08035  16.09251     0.050     31134      5874
  16.07950  16.09164     0.050     31137      5860
  16.07865  16.09071     0.050     31149      5857
  16.07780  16.08979     0.050     31138      5849
  16.07695  16.08885     0.050     31095      5847
  16.07610  16.08792     0.050     31032      5848
  16.07525  16.08705     0.050     30957      5856
  16.07440  16.08620     0.050     30946      5886
  16.07355  16.08540     0.050     31003      5929
  16.07270  16.08467     0.050     31087      5981
  16.07185  16.08395     0.050     31129      6031
  16.07100  16.08321     0.050     31150      6074
  16.07015  16.08243     0.050     31167      6128
  16.06930  16.08156     0.050     31176      6179
  16.06845  16.08062     0.050     31180      6227
  16.06760  16.07970     0.050     31187      6277
  16.06675  16.07876     0.050     31204      6323
  16.06590  16.07783     0.050     31204      6362
  16.06505  16.07696     0.050     31206      6400
  16.06420  16.07611     0.050     31221      6432
  16.06335  16.07532     0.050     31221      6458
  16.06250  16.07460     0.050     31194      6474
  16.06165  16.07387     0.050     31133      6490
  16.06080  16.07312     0.050     31062      6501
  16.05995  16.07234     0.050     31009      6518
  16.05910  16.07145     0.050     31059      6552
  16.05825  16.07051     0.050     31138      6593
  16.05740  16.06959     0.050     31200      6636
  16.05655  16.06864     0.050     31214      6667
  16.05570  16.06771     0.050     31241      6698
  16.05485  16.06685     0.050     31242      6732
  16.05400  16.06600     0.050     31259      6761
  16.05315  16.06521     0.050     31258      6795
  16.05230  16.06449     0.050     31271      6830
  16.05145  16.06376     0.050     31254      6859
  16.05060  16.06301     0.050     31226      6889
  16.04975  16.06222     0.050     31144      6912
  16.04890  16.06132     0.050     31074      6938
  16.04805  16.06038     0.050     31085      6987
  16.04720  16.05946     0.050     31164      7048
  16.04635  16.05851     0.050     31255      7119
  16.04550  16.05760     0.050     31296      7177
  16.04465  16.05674     0.050     31317      7241
  16.04380  16.05591     0.050     31319      7299
  16.04295  16.05514     0.050     31318      7368
  16.04210  16.05442     0.050     31332      7439
  16.04125  16.05369     0.050     31332      7516
  16.04040  16.05293     0.050     31333      7596
  16.03955  16.05213     0.050     31335      7680
  16.03870  16.05123     0.050     31350      7767
  16.03785  16.05029     0.050     31358      7858
  16.03700  16.04937     0.050     31343      7943
  16.03615  16.04842     0.050     31361      8035
  16.03530  16.04752     0.050     31370      8124
  16.03445  16.04666     0.050     31369      8211
  16.03360  16.04583     0.050     31370      8299
  16.03275  16.04506     0.050     31382      8382
  16.03190  16.04435     0.050     31387      8468
  16.03105  16.04361     0.050     31385      8556
  16.03020  16.04285     0.050     31396      8649
  16.02935  16.04204     0.050     31395      8734
  16.02850  16.04112     0.050     31393      8816
  16.02765  16.04018     0.050     31398      8905
  16.02680  16.03925     0.050     31414      8995
  16.02595  16.03831     0.050     31406      9076
  16.02510  16.03740     0.050     31409      9155
  16.02425  16.03654     0.050     31426      9239
  16.02340  16.03572     0.050     31425      9309
  16.02255  16.03496     0.050     31416      9373
  16.02170  16.03425     0.050     31426      9447
  16.02085  16.03351     0.050     31433      9508
  16.02000  16.03275     0.050     31435      9558
  16.01915  16.03192     0.050     31442      9613
  16.01830  16.03099     0.050     31450      9661
  16.01745  16.03006     0.050     31447      9703
  16.01660  16.02913     0.050     31446      9740
  16.01575  16.02819     0.050     31463      9778
  16.01490  16.02730     0.050     31458      9807
  16.01405  16.02644     0.050     31461      9829
  16.01320  16.02562     0.050     31458      9848
  16.01235  16.02488     0.050     31471      9875
  16.01150  16.02417     0.050     31468      9883
  16.01065  16.02342     0.050     31465      9893
  16.00980  16.02266     0.050     31484      9910
  16.00895  16.02182     0.050     31474      9911
  16.00810  16.02089     0.050     31477      9919
  16.00725  16.01996     0.050     31482      9926
  16.00640  16.01903     0.050     31490      9927
  16.00555  16.01809     0.050     31485      9925
  16.00470  16.01721     0.050     31487      9920
  16.00385  16.01636     0.050     31501      9917
  16.00300  16.01554     0.050     31492      9904
  16.00215  16.01480     0.050     31490      9887
  16.00130  16.01409     0.050     31507      9875
  16.00045  16.01334     0.050     31503      9849
  15.99960  16.01257     0.050     31511      9829
  15.99875  16.01172     0.050     31515      9799
  15.99790  16.01078     0.050     31514      9766
  15.99705  16.00985     0.050     31513      9730
  15.99620  16.00891     0.050     31535      9700
  15.99535  16.00797     0.050     31532      9661
  15.99450  16.00710     0.050     31531      9621
  15.99365  16.00625     0.050     31545      9579
  15.99280  16.00545     0.050     31542      9534
  15.99195  16.00472     0.050     31542      9486
  15.99110  16.00400     0.050     31546      9436
  15.99025  16.00325     0.050     31560      9388
  15.98940  16.00248     0.050     31562      9334
  15.98855  16.00162     0.050     31556      9284
  15.98770  16.00068     0.050     31569      9230
  15.98685  15.99976     0.050     31563      9185
  15.98600  15.99883     0.050     31572      9143
  15.98515  15.99790     0.050     31577      9109
  15.98430  15.99702     0.050     31583      9085
  15.98345  15.99617     0.050     31586      9067
  15.98260  15.99538     0.050     31581      9045
  15.98175  15.99465     0.050     31593      9034
  15.98090  15.99393     0.050     31596      9024
  15.98005  15.99318     0.050     31602      9011
  15.97920  15.99240     0.050     31608      8998
  15.97835  15.99153     0.050     31607      8989
  15.97750  15.99059     0.050     31605      8971
  15.97665  15.98967     0.050     31612      8958
  15.97580  15.98872     0.050     31625      8948
  15.97495  15.98780     0.050     31631      8935
  15.97410  15.98693     0.050     31627      8924
  15.97325  15.98609     0.050     31631      8911
  15.97240  15.98529     0.050     31639      8899
  15.97155  15.98457     0.050     31639      8878
  15.97070  15.98384     0.050     31647      8870
  15.96985  15.98309     0.050     31659      8860
  15.96900  15.98230     0.050     31653      8842
  15.96815  15.98140     0.050     31658      8826
  15.96730  15.98046     0.050     31664      8814
  15.96645  15.97954     0.050     31668      8805
  15.96560  15.97860     0.050     31673      8789
  15.96475  15.97768     0.050     31682      8780
  15.96390  15.97682     0.050     31691      8767
  15.96305  15.97598     0.050     31682      8751
  15.96220  15.97520     0.050     31688      8742
  15.96135  15.97449     0.050     31705      8730
  15.96050  15.97376     0.050     31701      8716
  15.95965  15.97301     0.050     31701      8706
  15.95880  15.97222     0.050     31713      8701
  15.95795  15.97132     0.050     31713      8690
  15.95710  15.97039     0.050     31718      8684
  15.95625  15.96947     0.050     31720      8677
  15.95540  15.96852     0.050     31719      8670
  15.95455  15.96761     0.050     31732      8669
  15.95370  15.96675     0.050     31736      8663
  15.95285  15.96592     0.050     31743      8663
  15.95200  15.96514     0.050     31739      8662
  15.95115  15.96443     0.050     31739      8659
  15.95030  15.96370     0.050     31751      8660
  15.94945  15.96295     0.050     31760      8657
  15.94860  15.96214     0.050     31754      8659
  15.94775  15.96123     0.050     31751      8658
  15.94690  15.96030     0.050     31770      8663
  15.94605  15.95938     0.050     31758      8659
  15.94520  15.95844     0.050     31775      8665
  15.94435  15.95753     0.050     31779      8665
  15.94350  15.95667     0.050     31779      8668
  15.94265  15.95583     0.050     31787      8671
  15.94180  15.95507     0.050     31786      8671
  15.94095  15.95435     0.050     31799      8672
  15.94010  15.95361     0.050     31793      8677
  15.93925  15.95285     0.050     31810      8678
  15.93840  15.95204     0.050     31809      8683
  15.93755  15.95112     0.050     31817      8687
  15.93670  15.95019     0.050     31822      8688
  15.93585  15.94927     0.050     31836      8692
  15.93500  15.94833     0.050     31827      8697
  15.93415  15.94743     0.050     31831      8696
  15.93330  15.94658     0.050     31844      8706
  15.93245  15.94575     0.050     31839      8710
  15.93160  15.94500     0.050     31849      8716
  15.93075  15.94429     0.050     31853      8715
  15.92990  15.94355     0.050     31867      8720
  15.92905  15.94279     0.050     31868      8727
  15.92820  15.94197     0.050     31862      8727
  15.92735  15.94105     0.050     31870      8731
  15.92650  15.94012     0.050     31872      8734
  15.92565  15.93920     0.050     31881      8737
  15.92480  15.93826     0.050     31884      8742
  15.92395  15.93736     0.050     31886      8741
  15.92310  15.93651     0.050     31885      8738
  15.92225  15.93569     0.050     31893      8745
  15.92140  15.93494     0.050     31900      8744
  15.92055  15.93422     0.050     31899      8743
  15.91970  15.93348     0.050     31895      8738
  15.91885  15.93272     0.050     31911      8746
  15.91800  15.93189     0.050     31911      8742
  15.91715  15.93097     0.050     31914      8738
  15.91630  15.93004     0.050     31921      8745
  15.91545  15.92911     0.050     31923      8737
  15.91460  15.92817     0.050     31922      8735
  15.91375  15.92728     0.050     31926      8737
  15.91290  15.92643     0.050     31939      8739
  15.91205  15.92561     0.050     31941      8739
  15.91120  15.92487     0.050     31932      8737
  15.91035  15.92415     0.050     31948      8740
  15.90950  15.92341     0.050     31951      8739
  15.90865  15.92265     0.050     31950      8740
  15.90780  15.92181     0.050     31959      8739
  15.90695  15.92089     0.050     31966      8742
  15.90610  15.91996     0.050     31968      8746
  15.90525  15.91903     0.050     31967      8746
  15.90440  15.91810     0.050     31978      8756
  15.90355  15.91722     0.050     31976      8756
  15.90270  15.91637     0.050     31977      8758
  15.90185  15.91555     0.050     31988      8762
  15.90100  15.91482     0.050     31989      8767
  15.90015  15.91411     0.050     31993      8773
  15.89930  15.91337     0.050     31990      8776
  15.89845  15.91260     0.050     32001      8789
  15.89760  15.91175     0.050     31996      8796
  15.89675  15.91082     0.050     32005      8799
  15.89590  15.90990     0.050     32010      8807
  15.89505  15.90897     0.050     32003      8819
  15.89420  15.90803     0.050     32024      8831
  15.89335  15.90715     0.050     32021      8836
  15.89250  15.90631     0.050     32020      8844
  15.89165  15.90550     0.050     32030      8859
  15.89080  15.90477     0.050     32026      8868
  15.88995  15.90405     0.050     32033      8880
  15.88910  15.90330     0.050     32035      8893
  15.88825  15.90254     0.050     32039      8903
  15.88740  15.90168     0.050     32040      8915
  15.88655  15.90074     0.050     32039      8924
  15.88570  15.89981     0.050     32049      8943
  15.88485  15.89888     0.050     32041      8952
  15.88400  15.89794     0.050     32056      8970
  15.88315  15.89707     0.050     32056      8980
  15.88230  15.89622     0.050     32059      8992
  15.88145  15.89542     0.050     32069      9008
  15.88060  15.89469     0.050     32066      9021
  15.87975  15.89397     0.050     32071      9039
  15.87890  15.89323     0.050     32071      9049
  15.87805  15.89246     0.050     32075      9068
  15.87720  15.89160     0.050     32083      9084
  15.87635  15.89066     0.050     32081      9099
  15.87550  15.88975     0.050     32078      9113
  15.87465  15.88881     0.050     32094      9134
  15.87380  15.88788     0.050     32091      9146
  15.87295  15.88701     0.050     32080      9158
  15.87210  15.88617     0.050     32099      9177
  15.87125  15.88538     0.050     32097      9197
  15.87040  15.88466     0.050     32099      9213
  15.86955  15.88394     0.050     32102      9228
  15.86870  15.88319     0.050     32111      9248
  15.86785  15.88242     0.050     32104      9262
  15.86700  15.88155     0.050     32112      9279
  15.86615  15.88061     0.050     32123      9298
  15.86530  15.87969     0.050     32121      9312
  15.86445  15.87876     0.050     32108      9326
  15.86360  15.87783     0.050     32118      9347
  15.86275  15.87696     0.050     32127      9363
  15.86190  15.87612     0.050     32129      9378
  15.86105  15.87533     0.050     32130      9390
  15.86020  15.87461     0.050     32136      9413
  15.85935  15.87388     0.050     32143      9433
  15.85850  15.87313     0.050     32137      9444
  15.85765  15.87235     0.050     32149      9464
  15.85680  15.87146     0.050     32152      9477
  15.85595  15.87053     0.050     32149      9494
  15.85510  15.86961     0.050     32156      9511
  15.85425  15.86867     0.050     32160      9535
  15.85340  15.86775     0.050     32152      9544
  15.85255  15.86689     0.050     32159      9561
  15.85170  15.86605     0.050     32169      9580
  15.85085  15.86527     0.050     32169      9595
  15.85000  15.86455     0.050     32168      9608
  15.84915  15.86383     0.050     32175      9621
  15.84830  15.86308     0.050     32183      9646
  15.84745  15.86230     0.050     32171      9652
  15.84660  15.86141     0.050     32183      9669
  15.84575  15.86048     0.050     32186      9682
  15.84490  15.85957     0.050     32191      9699
  15.84405  15.85863     0.050     32179      9710
  15.84320  15.85771     0.050     32195      9730
  15.84235  15.85684     0.050     32199      9741
  15.84150  15.85601     0.050     32187      9753
  15.84065  15.85523     0.050     32194      9767
  15.83980  15.85452     0.050     32201      9783
  15.83895  15.85379     0.050     32196      9787
  15.83810  15.85304     0.050     32201      9804
  15.83725  15.85225     0.050     32216      9824
  15.83640  15.85136     0.050     32216      9835
  15.83555  15.85043     0.050     32212      9841
  15.83470  15.84951     0.050     32218      9860
  15.83385  15.84857     0.050     32219      9871
  15.83300  15.84766     0.050     32225      9879
  15.83215  15.84680     0.050     32222      9891
  15.83130  15.84596     0.050     32230      9910
  15.83045  15.84519     0.050     32232      9921
  15.82960  15.84447     0.050     32230      9929
  15.82875  15.84373     0.050     32240      9947
  15.82790  15.84298     0.050     32232      9956
  15.82705  15.84219     0.050     32233      9959
  15.82620  15.84129     0.050     32241      9975
  15.82535  15.84035     0.050     32248      9989
  15.82450  15.83944     0.050     32244      9991
  15.82365  15.83850     0.050     32246     10004
  15.82280  15.83759     0.050     32252     10013
  15.82195  15.83674     0.050     32259     10021
  15.82110  15.83591     0.050     32248     10029
  15.82025  15.83514     0.050     32261     10041
  15.81940  15.83443     0.050     32261     10047
  15.81855  15.83370     0.050     32260     10054
  15.81770  15.83295     0.050     32260     10063
  15.81685  15.83215     0.050     32272     10072
  15.81600  15.83125     0.050     32271     10078
  15.81515  15.83033     0.050     32269     10088
  15.81430  15.82941     0.050     32276     10098
  15.81345  15.82847     0.050     32279     10102
  15.81260  15.82756     0.050     32272     10105
  15.81175  15.82671     0.050     32285     10109
  15.81090  15.82588     0.050     32295     10118
  15.81005  15.82511     0.050     32287     10119
  15.80920  15.82439     0.050     32287     10123
  15.80835  15.82366     0.050     32304     10130
  15.80750  15.82291     0.050     32296     10130
  15.80665  15.82211     0.050     32291     10132
  15.80580  15.82120     0.050     32310     10135
  15.80495  15.82027     0.050     32309     10138
  15.80410  15.81935     0.050     32305     10135
  15.80325  15.81841     0.050     32310     10142
  15.80240  15.81750     0.050     32315     10146
  15.80155  15.81664     0.050     32316     10145
  15.80070  15.81581     0.050     32309     10145
  15.79985  15.81505     0.050     32329     10147
  15.79900  15.81434     0.050     32320     10147
  15.79815  15.81360     0.050     32322     10145
  15.79730  15.81285     0.050     32322     10150
  15.79645  15.81204     0.050     32324     10152
  15.79560  15.81113     0.050     32326     10147
  15.79475  15.81020     0.050     32333     10149
  15.79390  15.80928     0.050     32335     10149
  15.79305  15.80834     0.050     32338     10151
  15.79220  15.80745     0.050     32338     10144
  15.79135  15.80659     0.050     32348     10152
  15.79050  15.80577     0.050     32347     10147
  15.78965  15.80501     0.050     32346     10142
  15.78880  15.80431     0.050     32349     10141
  15.78795  15.80357     0.050     32361     10145
  15.78710  15.80282     0.050     32350     10138
  15.78625  15.80201     0.050     32353     10142
  15.78540  15.80109     0.050     32368     10138
  15.78455  15.80016     0.050     32358     10134
  15.78370  15.79925     0.050     32358     10137
  15.78285  15.79831     0.050     32365     10127
  15.78200  15.79741     0.050     32365     10126
  15.78115  15.79656     0.050     32361     10126
  15.78030  15.79574     0.050     32368     10118
  15.77945  15.79499     0.050     32395     10124
  15.77860  15.79427     0.050     32383     10120
  15.77775  15.79354     0.050     32393     10118
  15.77690  15.79279     0.050     32397     10115
  15.77605  15.79197     0.050     32394     10111
  15.77520  15.79105     0.050     32391     10108
  15.77435  15.79012     0.050     32403     10108
  15.77350  15.78919     0.050     32402     10103
  15.77265  15.78825     0.050     32401     10102
  15.77180  15.78736     0.050     32411     10099
  15.77095  15.78651     0.050     32414     10097
  15.77010  15.78569     0.050     32419     10094
  15.76925  15.78494     0.050     32411     10095
  15.76840  15.78423     0.050     32419     10094
  15.76755  15.78349     0.050     32422     10093
  15.76670  15.78274     0.050     32420     10091
  15.76585  15.78192     0.050     32428     10086
  15.76500  15.78099     0.050     32428     10092
  15.76415  15.78007     0.050     32430     10085
  15.76330  15.77915     0.050     32432     10089
  15.76245  15.77821     0.050     32433     10089
  15.76160  15.77732     0.050     32440     10089
  15.76075  15.77647     0.050     32438     10092
  15.75990  15.77566     0.050     32441     10086
  15.75905  15.77491     0.050     32447     10091
  15.75820  15.77420     0.050     32451     10094
  15.75735  15.77347     0.050     32446     10091
  15.75650  15.77271     0.050     32449     10098
  15.75565  15.77188     0.050     32451     10099
  15.75480  15.77095     0.050     32448     10101
  15.75395  15.77003     0.050     32455     10102
  15.75310  15.76911     0.050     32468     10106
  15.75225  15.76817     0.050     32457     10107
  15.75140  15.76728     0.050     32462     10116
  15.75055  15.76643     0.050     32462     10114
  15.74970  15.76562     0.050     32470     10123
  15.74885  15.76488     0.050     32470     10125
  15.74800  15.76417     0.050     32471     10131
  15.74715  15.76343     0.050     32475     10135
  15.74630  15.76267     0.050     32471     10137
  15.74545  15.76183     0.050     32471     10141
  15.74460  15.76089     0.050     32482     10149
  15.74375  15.75997     0.050     32482     10154
  15.74290  15.75904     0.050     32472     10157
  15.74205  15.75811     0.050     32476     10163
  15.74120  15.75723     0.050     32486     10172
  15.74035  15.75638     0.050     32493     10178
  15.73950  15.75557     0.050     32487     10182
  15.73865  15.75484     0.050     32493     10192
  15.73780  15.75413     0.050     32490     10196
  15.73695  15.75339     0.050     32491     10200
  15.73610  15.75263     0.050     32495     10208
  15.73525  15.75178     0.050     32501     10218
  15.73440  15.75085     0.050     32500     10227
  15.73355  15.74994     0.050     32494     10230
  15.73270  15.74901     0.050     32512     10235
  15.73185  15.74808     0.050     32508     10246
  15.73100  15.74720     0.050     32502     10249
  15.73015  15.74635     0.050     32508     10257
  15.72930  15.74555     0.050     32509     10265
  15.72845  15.74481     0.050     32509     10268
  15.72760  15.74410     0.050     32515     10275
  15.72675  15.74336     0.050     32529     10282
  15.72590  15.74260     0.050     32519     10287
  15.72505  15.74175     0.050     32531     10295
  15.72420  15.74082     0.050     32536     10306
  15.72335  15.73990     0.050     32538     10310
  15.72250  15.73897     0.050     32531     10317
  15.72165  15.73803     0.050     32540     10319
  15.72080  15.73715     0.050     32539     10329
  15.71995  15.73630     0.050     32540     10332
  15.71910  15.73550     0.050     32544     10336
  15.71825  15.73477     0.050     32550     10343
  15.71740  15.73405     0.050     32541     10350
  15.71655  15.73330     0.050     32541     10350
  15.71570  15.73253     0.050     32556     10362
  15.71485  15.73167     0.050     32548     10369
  15.71400  15.73073     0.050     32551     10369
  15.71315  15.72981     0.050     32549     10374
  15.71230  15.72888     0.050     32551     10376
  15.71145  15.72796     0.050     32562     10380
  15.71060  15.72709     0.050     32562     10390
  15.70975  15.72624     0.050     32564     10395
  15.70890  15.72545     0.050     32574     10398
  15.70805  15.72472     0.050     32572     10405
  15.70720  15.72401     0.050     32573     10407
  15.70635  15.72327     0.050     32570     10412
  15.70550  15.72250     0.050     32573     10412
  15.70465  15.72164     0.050     32576     10423
  15.70380  15.72071     0.050     32586     10423
  15.70295  15.71979     0.050     32583     10426
  15.70210  15.71886     0.050     32586     10436
  15.70125  15.71793     0.050     32584     10439
  15.70040  15.71706     0.050     32582     10441
  15.69955  15.71622     0.050     32592     10448
  15.69870  15.71542     0.050     32590     10450
  15.69785  15.71470     0.050     32585     10451
  15.69700  15.71399     0.050     32588     10458
  15.69615  15.71324     0.050     32594     10460
  15.69530  15.71247     0.050     32593     10467
  15.69445  15.71161     0.050     32599     10474
  15.69360  15.71068     0.050     32597     10475
  15.69275  15.70976     0.050     32607     10482
  15.69190  15.70883     0.050     32602     10488
  15.69105  15.70790     0.050     32601     10488
  15.69020  15.70703     0.050     32597     10493
  15.68935  15.70618     0.050     32611     10507
  15.68850  15.70539     0.050     32594     10504
  15.68765  15.70466     0.050     32608     10510
  15.68680  15.70394     0.050     32614     10517
  15.68595  15.70320     0.050     32612     10518
  15.68510  15.70242     0.050     32606     10524
  15.68425  15.70155     0.050     32622     10534
  15.68340  15.70062     0.050     32624     10544
  15.68255  15.69970     0.050     32618     10541
  15.68170  15.69877     0.050     32624     10555
  15.68085  15.69784     0.050     32630     10563
  15.68000  15.69698     0.050     32623     10566
  15.67915  15.69615     0.050     32627     10572
  15.67830  15.69536     0.050     32630     10578
  15.67745  15.69464     0.050     32624     10588
  15.67660  15.69392     0.050     32629     10592
  15.67575  15.69318     0.050     32646     10604
  15.67490  15.69240     0.050     32639     10612
  15.67405  15.69152     0.050     32643     10616
  15.67320  15.69059     0.050     32639     10626
  15.67235  15.68968     0.050     32647     10633
  15.67150  15.68874     0.050     32642     10636
  15.67065  15.68782     0.050     32650     10645
  15.66980  15.68695     0.050     32646     10653
  15.66895  15.68612     0.050     32646     10661
  15.66810  15.68533     0.050     32646     10671
  15.66725  15.68461     0.050     32656     10682
  15.66640  15.68389     0.050     32653     10689
  15.66555  15.68315     0.050     32655     10695
  15.66470  15.68237     0.050     32659     10706
  15.66385  15.68150     0.050     32668     10721
  15.66300  15.68056     0.050     32652     10719
  15.66215  15.67964     0.050     32667     10735
  15.66130  15.67869     0.050     32673     10741
  15.66045  15.67778     0.050     32663     10752
  15.65960  15.67691     0.050     32667     10756
  15.65875  15.67607     0.050     32674     10773
  15.65790  15.67529     0.050     32669     10778
  15.65705  15.67457     0.050     32674     10786
  15.65620  15.67385     0.050     32680     10800
  15.65535  15.67311     0.050     32681     10810
  15.65450  15.67233     0.050     32677     10815
  15.65365  15.67144     0.050     32686     10824
  15.65280  15.67051     0.050     32680     10837
  15.65195  15.66959     0.050     32680     10848
  15.65110  15.66866     0.050     32685     10856
  15.65025  15.66774     0.050     32695     10870
  15.64940  15.66688     0.050     32704     10879
  15.64855  15.66605     0.050     32694     10887
  15.64770  15.66527     0.050     32702     10899
  15.64685  15.66456     0.050     32708     10914
  15.64600  15.66384     0.050     32702     10919
  15.64515  15.66309     0.050     32696     10932
  15.64430  15.66230     0.050     32702     10945
  15.64345  15.66141     0.050     32708     10956
  15.64260  15.66047     0.050     32697     10958
  15.64175  15.65955     0.050     32701     10975
  15.64090  15.65862     0.050     32719     10984
  15.64005  15.65771     0.050     32713     10995
  15.63920  15.65684     0.050     32717     11003
  15.63835  15.65601     0.050     32722     11016
  15.63750  15.65523     0.050     32719     11024
  15.63665  15.65452     0.050     32718     11030
  15.63580  15.65379     0.050     32723     11042
  15.63495  15.65304     0.050     32725     11054
  15.63410  15.65225     0.050     32719     11058
  15.63325  15.65135     0.050     32729     11074
  15.63240  15.65041     0.050     32732     11083
  15.63155  15.64948     0.050     32733     11095
  15.63070  15.64854     0.050     32734     11095
  15.62985  15.64763     0.050     32733     11111
  15.62900  15.64677     0.050     32733     11119
  15.62815  15.64594     0.050     32724     11122
  15.62730  15.64517     0.050     32728     11130
  15.62645  15.64446     0.050     32741     11142
  15.62560  15.64374     0.050     32743     11148
  15.62475  15.64299     0.050     32741     11156
  15.62390  15.64219     0.050     32754     11170
  15.62305  15.64129     0.050     32744     11173
  15.62220  15.64036     0.050     32740     11184
  15.62135  15.63943     0.050     32751     11187
  15.62050  15.63849     0.050     32756     11201
  15.61965  15.63759     0.050     32753     11208
  15.61880  15.63673     0.050     32752     11215
  15.61795  15.63591     0.050     32754     11220
  15.61710  15.63514     0.050     32767     11232
  15.61625  15.63443     0.050     32760     11233
  15.61540  15.63370     0.050     32763     11245
  15.61455  15.63295     0.050     32765     11252
  15.61370  15.63215     0.050     32769     11259
  15.61285  15.63124     0.050     32770     11265
  15.61200  15.63030     0.050     32772     11277
  15.61115  15.62938     0.050     32767     11281
  15.61030  15.62844     0.050     32772     11290
  15.60945  15.62753     0.050     32779     11300
  15.60860  15.62668     0.050     32776     11301
  15.60775  15.62586     0.050     32775     11309
  15.60690  15.62509     0.050     32771     11315
  15.60605  15.62438     0.050     32776     11322
  15.60520  15.62365     0.050     32779     11328
  15.60435  15.62289     0.050     32775     11341
  15.60350  15.62208     0.050     32784     11348
  15.60265  15.62116     0.050     32786     11354
  15.60180  15.62022     0.050     32782     11361
  15.60095  15.61929     0.050     32792     11371
  15.60010  15.61835     0.050     32791     11375
  15.59925  15.61746     0.050     32788     11381
  15.59840  15.61661     0.050     32796     11396
  15.59755  15.61578     0.050     32796     11404
  15.59670  15.61503     0.050     32799     11408
  15.59585  15.61433     0.050     32801     11423
  15.59500  15.61359     0.050     32800     11426
  15.59415  15.61284     0.050     32806     11432
  15.59330  15.61202     0.050     32805     11444
