  9809     SPring-8 14b2 
 Fe-K_FePO4_Si1  20.05.26 16:04 - 20.05.26 16:08
 FePO4                                                                           
 Ring :   8.0 GeV    99.5 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.07739 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4415
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       16.95500  13.23500    -0.000850       0.05      4415
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    47.200   101.900
  15.07735  15.10343     0.050     33677     15814
  15.07650  15.10267     0.050     33669     15817
  15.07565  15.10182     0.050     33679     15827
  15.07480  15.10087     0.050     33680     15835
  15.07395  15.09994     0.050     33676     15847
  15.07310  15.09901     0.050     33667     15851
  15.07225  15.09808     0.050     33665     15862
  15.07140  15.09721     0.050     33667     15859
  15.07055  15.09637     0.050     33663     15870
  15.06970  15.09557     0.050     33662     15877
  15.06885  15.09484     0.050     33659     15881
  15.06800  15.09412     0.050     33661     15895
  15.06715  15.09338     0.050     33655     15901
  15.06630  15.09261     0.050     33669     15905
  15.06545  15.09176     0.050     33669     15918
  15.06460  15.09081     0.050     33662     15923
  15.06375  15.08989     0.050     33669     15933
  15.06290  15.08896     0.050     33660     15940
  15.06205  15.08803     0.050     33666     15953
  15.06120  15.08717     0.050     33675     15961
  15.06035  15.08633     0.050     33678     15972
  15.05950  15.08554     0.050     33672     15977
  15.05865  15.08482     0.050     33675     15987
  15.05780  15.08411     0.050     33678     15998
  15.05695  15.08337     0.050     33675     16000
  15.05610  15.08260     0.050     33676     16006
  15.05525  15.08175     0.050     33677     16018
  15.05440  15.08081     0.050     33680     16029
  15.05355  15.07988     0.050     33678     16036
  15.05270  15.07894     0.050     33680     16044
  15.05185  15.07801     0.050     33685     16054
  15.05100  15.07715     0.050     33683     16060
  15.05015  15.07632     0.050     33685     16067
  15.04930  15.07552     0.050     33687     16077
  15.04845  15.07480     0.050     33696     16094
  15.04760  15.07409     0.050     33686     16098
  15.04675  15.07335     0.050     33686     16107
  15.04590  15.07258     0.050     33695     16113
  15.04505  15.07172     0.050     33695     16124
  15.04420  15.07078     0.050     33704     16131
  15.04335  15.06985     0.050     33710     16143
  15.04250  15.06891     0.050     33696     16150
  15.04165  15.06797     0.050     33695     16158
  15.04080  15.06711     0.050     33704     16169
  15.03995  15.06628     0.050     33703     16176
  15.03910  15.06549     0.050     33694     16179
  15.03825  15.06477     0.050     33698     16193
  15.03740  15.06405     0.050     33708     16199
  15.03655  15.06331     0.050     33701     16210
  15.03570  15.06254     0.050     33699     16214
  15.03485  15.06167     0.050     33706     16227
  15.03400  15.06072     0.050     33709     16236
  15.03315  15.05980     0.050     33711     16246
  15.03230  15.05886     0.050     33710     16253
  15.03145  15.05794     0.050     33717     16258
  15.03060  15.05708     0.050     33714     16271
  15.02975  15.05625     0.050     33714     16274
  15.02890  15.05547     0.050     33719     16290
  15.02805  15.05475     0.050     33711     16294
  15.02720  15.05404     0.050     33712     16304
  15.02635  15.05330     0.050     33722     16314
  15.02550  15.05253     0.050     33723     16323
  15.02465  15.05166     0.050     33723     16329
  15.02380  15.05072     0.050     33723     16341
  15.02295  15.04979     0.050     33722     16347
  15.02210  15.04886     0.050     33723     16357
  15.02125  15.04794     0.050     33722     16367
  15.02040  15.04708     0.050     33730     16374
  15.01955  15.04625     0.050     33726     16382
  15.01870  15.04546     0.050     33722     16388
  15.01785  15.04475     0.050     33727     16400
  15.01700  15.04404     0.050     33728     16412
  15.01615  15.04330     0.050     33734     16414
  15.01530  15.04252     0.050     33729     16427
  15.01445  15.04165     0.050     33741     16433
  15.01360  15.04070     0.050     33733     16446
  15.01275  15.03977     0.050     33742     16451
  15.01190  15.03883     0.050     33740     16464
  15.01105  15.03791     0.050     33741     16473
  15.01020  15.03705     0.050     33742     16481
  15.00935  15.03622     0.050     33748     16488
  15.00850  15.03544     0.050     33745     16499
  15.00765  15.03473     0.050     33747     16504
  15.00680  15.03402     0.050     33744     16515
  15.00595  15.03328     0.050     33745     16522
  15.00510  15.03250     0.050     33740     16531
  15.00425  15.03164     0.050     33746     16540
  15.00340  15.03070     0.050     33750     16551
  15.00255  15.02977     0.050     33755     16559
  15.00170  15.02883     0.050     33741     16563
  15.00085  15.02792     0.050     33741     16573
  15.00000  15.02706     0.050     33749     16585
  14.99915  15.02623     0.050     33749     16592
  14.99830  15.02545     0.050     33752     16599
  14.99745  15.02473     0.050     33748     16611
  14.99660  15.02402     0.050     33749     16618
  14.99575  15.02327     0.050     33752     16626
  14.99490  15.02250     0.050     33757     16629
  14.99405  15.02163     0.050     33753     16637
  14.99320  15.02068     0.050     33753     16645
  14.99235  15.01976     0.050     33754     16651
  14.99150  15.01883     0.050     33760     16663
  14.99065  15.01790     0.050     33761     16667
  14.98980  15.01705     0.050     33759     16680
  14.98895  15.01622     0.050     33764     16683
  14.98810  15.01544     0.050     33766     16692
  14.98725  15.01472     0.050     33761     16704
  14.98640  15.01400     0.050     33760     16710
  14.98555  15.01326     0.050     33762     16721
  14.98470  15.01248     0.050     33768     16731
  14.98385  15.01160     0.050     33774     16740
  14.98300  15.01066     0.050     33771     16745
  14.98215  15.00973     0.050     33769     16760
  14.98130  15.00880     0.050     33762     16765
  14.98045  15.00788     0.050     33770     16779
  14.97960  15.00702     0.050     33770     16783
  14.97875  15.00620     0.050     33768     16792
  14.97790  15.00542     0.050     33772     16801
  14.97705  15.00471     0.050     33774     16809
  14.97620  15.00400     0.050     33778     16817
  14.97535  15.00326     0.050     33779     16824
  14.97450  15.00248     0.050     33783     16837
  14.97365  15.00161     0.050     33780     16842
  14.97280  15.00067     0.050     33784     16854
  14.97195  14.99974     0.050     33782     16864
  14.97110  14.99881     0.050     33782     16869
  14.97025  14.99789     0.050     33780     16878
  14.96940  14.99704     0.050     33780     16887
  14.96855  14.99621     0.050     33781     16896
  14.96770  14.99543     0.050     33787     16902
  14.96685  14.99471     0.050     33785     16913
  14.96600  14.99400     0.050     33793     16923
  14.96515  14.99326     0.050     33786     16924
  14.96430  14.99249     0.050     33794     16940
  14.96345  14.99161     0.050     33792     16945
  14.96260  14.99067     0.050     33783     16950
  14.96175  14.98974     0.050     33796     16960
  14.96090  14.98881     0.050     33793     16965
  14.96005  14.98789     0.050     33788     16976
  14.95920  14.98703     0.050     33791     16986
  14.95835  14.98620     0.050     33800     17004
  14.95750  14.98542     0.050     33795     17003
  14.95665  14.98470     0.050     33799     17017
  14.95580  14.98398     0.050     33796     17021
  14.95495  14.98324     0.050     33798     17031
  14.95410  14.98246     0.050     33801     17038
  14.95325  14.98158     0.050     33804     17048
  14.95240  14.98063     0.050     33805     17056
  14.95155  14.97971     0.050     33805     17064
  14.95070  14.97878     0.050     33804     17072
  14.94985  14.97786     0.050     33813     17081
  14.94900  14.97700     0.050     33810     17096
  14.94815  14.97618     0.050     33804     17094
  14.94730  14.97540     0.050     33808     17109
  14.94645  14.97469     0.050     33804     17114
  14.94560  14.97398     0.050     33810     17121
  14.94475  14.97324     0.050     33813     17132
  14.94390  14.97246     0.050     33815     17137
  14.94305  14.97158     0.050     33813     17152
  14.94220  14.97063     0.050     33816     17158
  14.94135  14.96971     0.050     33821     17163
  14.94050  14.96878     0.050     33818     17173
  14.93965  14.96786     0.050     33821     17182
  14.93880  14.96700     0.050     33823     17191
  14.93795  14.96618     0.050     33827     17197
  14.93710  14.96540     0.050     33822     17207
  14.93625  14.96469     0.050     33820     17213
  14.93540  14.96397     0.050     33819     17219
  14.93455  14.96323     0.050     33822     17228
  14.93370  14.96246     0.050     33830     17236
  14.93285  14.96158     0.050     33820     17244
  14.93200  14.96063     0.050     33823     17257
  14.93115  14.95971     0.050     33823     17265
  14.93030  14.95877     0.050     33832     17272
  14.92945  14.95785     0.050     33831     17282
  14.92860  14.95699     0.050     33831     17286
  14.92775  14.95617     0.050     33842     17296
  14.92690  14.95538     0.050     33831     17304
  14.92605  14.95467     0.050     33836     17315
  14.92520  14.95396     0.050     33831     17319
  14.92435  14.95321     0.050     33838     17328
  14.92350  14.95243     0.050     33841     17338
  14.92265  14.95155     0.050     33842     17341
  14.92180  14.95061     0.050     33839     17353
  14.92095  14.94968     0.050     33835     17361
  14.92010  14.94874     0.050     33847     17371
  14.91925  14.94783     0.050     33845     17378
  14.91840  14.94698     0.050     33841     17380
  14.91755  14.94615     0.050     33846     17393
  14.91670  14.94537     0.050     33844     17400
  14.91585  14.94466     0.050     33845     17408
  14.91500  14.94395     0.050     33848     17423
  14.91415  14.94320     0.050     33844     17422
  14.91330  14.94243     0.050     33847     17435
  14.91245  14.94154     0.050     33855     17440
  14.91160  14.94060     0.050     33845     17460
  14.91075  14.93967     0.050     33855     17459
  14.90990  14.93873     0.050     33860     17474
  14.90905  14.93782     0.050     33847     17480
  14.90820  14.93697     0.050     33849     17483
  14.90735  14.93614     0.050     33856     17493
  14.90650  14.93536     0.050     33856     17505
  14.90565  14.93465     0.050     33853     17511
  14.90480  14.93394     0.050     33853     17524
  14.90395  14.93319     0.050     33862     17524
  14.90310  14.93241     0.050     33857     17531
  14.90225  14.93152     0.050     33856     17542
  14.90140  14.93057     0.050     33867     17551
  14.90055  14.92964     0.050     33864     17560
  14.89970  14.92870     0.050     33862     17563
  14.89885  14.92779     0.050     33861     17575
  14.89800  14.92693     0.050     33867     17580
  14.89715  14.92611     0.050     33858     17591
  14.89630  14.92534     0.050     33861     17602
  14.89545  14.92462     0.050     33873     17609
  14.89460  14.92391     0.050     33869     17620
  14.89375  14.92317     0.050     33866     17623
  14.89290  14.92239     0.050     33873     17636
  14.89205  14.92150     0.050     33873     17641
  14.89120  14.92055     0.050     33877     17650
  14.89035  14.91962     0.050     33871     17661
  14.88950  14.91869     0.050     33871     17661
  14.88865  14.91778     0.050     33877     17671
  14.88780  14.91693     0.050     33875     17677
  14.88695  14.91611     0.050     33875     17693
  14.88610  14.91533     0.050     33869     17700
  14.88525  14.91462     0.050     33874     17707
  14.88440  14.91391     0.050     33876     17718
  14.88355  14.91316     0.050     33879     17726
  14.88270  14.91238     0.050     33880     17737
  14.88185  14.91149     0.050     33878     17741
  14.88100  14.91054     0.050     33874     17747
  14.88015  14.90962     0.050     33877     17760
  14.87930  14.90867     0.050     33890     17762
  14.87845  14.90776     0.050     33878     17772
  14.87760  14.90691     0.050     33890     17783
  14.87675  14.90609     0.050     33887     17784
  14.87590  14.90532     0.050     33890     17799
  14.87505  14.90461     0.050     33886     17807
  14.87420  14.90389     0.050     33889     17815
  14.87335  14.90314     0.050     33892     17827
  14.87250  14.90235     0.050     33894     17830
  14.87165  14.90145     0.050     33893     17836
  14.87080  14.90049     0.050     33887     17849
  14.86995  14.89957     0.050     33891     17854
  14.86910  14.89863     0.050     33893     17867
  14.86825  14.89772     0.050     33886     17873
  14.86740  14.89687     0.050     33897     17880
  14.86655  14.89605     0.050     33898     17893
  14.86570  14.89528     0.050     33900     17900
  14.86485  14.89458     0.050     33897     17912
  14.86400  14.89386     0.050     33907     17911
  14.86315  14.89311     0.050     33901     17918
  14.86230  14.89232     0.050     33894     17935
  14.86145  14.89142     0.050     33902     17942
  14.86060  14.89047     0.050     33899     17945
  14.85975  14.88955     0.050     33898     17958
  14.85890  14.88862     0.050     33905     17963
  14.85805  14.88771     0.050     33905     17972
  14.85720  14.88686     0.050     33904     17989
  14.85635  14.88604     0.050     33907     17988
  14.85550  14.88528     0.050     33903     17996
  14.85465  14.88457     0.050     33904     18004
  14.85380  14.88385     0.050     33908     18013
  14.85295  14.88310     0.050     33906     18024
  14.85210  14.88231     0.050     33912     18031
  14.85125  14.88140     0.050     33915     18037
  14.85040  14.88046     0.050     33922     18052
  14.84955  14.87953     0.050     33910     18055
  14.84870  14.87860     0.050     33912     18064
  14.84785  14.87769     0.050     33917     18078
  14.84700  14.87684     0.050     33919     18083
  14.84615  14.87602     0.050     33920     18092
  14.84530  14.87525     0.050     33914     18100
  14.84445  14.87454     0.050     33924     18113
  14.84360  14.87381     0.050     33924     18120
  14.84275  14.87306     0.050     33920     18129
  14.84190  14.87227     0.050     33926     18133
  14.84105  14.87136     0.050     33923     18145
  14.84020  14.87041     0.050     33918     18152
  14.83935  14.86948     0.050     33922     18160
  14.83850  14.86855     0.050     33926     18164
  14.83765  14.86764     0.050     33919     18175
  14.83680  14.86680     0.050     33926     18183
  14.83595  14.86598     0.050     33924     18191
  14.83510  14.86522     0.050     33922     18202
  14.83425  14.86451     0.050     33927     18206
  14.83340  14.86379     0.050     33932     18220
  14.83255  14.86304     0.050     33919     18221
  14.83170  14.86225     0.050     33925     18228
  14.83085  14.86134     0.050     33930     18238
  14.83000  14.86038     0.050     33929     18251
  14.82915  14.85946     0.050     33931     18260
  14.82830  14.85853     0.050     33930     18265
  14.82745  14.85762     0.050     33938     18278
  14.82660  14.85677     0.050     33933     18283
  14.82575  14.85595     0.050     33938     18294
  14.82490  14.85520     0.050     33933     18303
  14.82405  14.85449     0.050     33935     18313
  14.82320  14.85376     0.050     33934     18320
  14.82235  14.85301     0.050     33938     18326
  14.82150  14.85221     0.050     33936     18333
  14.82065  14.85130     0.050     33935     18348
  14.81980  14.85035     0.050     33939     18351
  14.81895  14.84942     0.050     33933     18361
  14.81810  14.84848     0.050     33933     18367
  14.81725  14.84758     0.050     33931     18379
  14.81640  14.84673     0.050     33943     18384
  14.81555  14.84591     0.050     33939     18393
  14.81470  14.84515     0.050     33942     18406
  14.81385  14.84444     0.050     33942     18407
  14.81300  14.84371     0.050     33946     18421
  14.81215  14.84296     0.050     33945     18432
  14.81130  14.84215     0.050     33938     18442
  14.81045  14.84123     0.050     33953     18442
  14.80960  14.84028     0.050     33944     18452
  14.80875  14.83936     0.050     33948     18461
  14.80790  14.83842     0.050     33952     18473
  14.80705  14.83752     0.050     33950     18478
  14.80620  14.83668     0.050     33953     18488
  14.80535  14.83587     0.050     33952     18497
  14.80450  14.83512     0.050     33952     18508
  14.80365  14.83441     0.050     33963     18516
  14.80280  14.83368     0.050     33957     18527
  14.80195  14.83293     0.050     33958     18530
  14.80110  14.83212     0.050     33959     18539
  14.80025  14.83120     0.050     33957     18550
  14.79940  14.83025     0.050     33954     18553
  14.79855  14.82933     0.050     33958     18566
  14.79770  14.82839     0.050     33962     18573
  14.79685  14.82749     0.050     33963     18583
  14.79600  14.82665     0.050     33964     18590
  14.79515  14.82584     0.050     33965     18601
  14.79430  14.82509     0.050     33965     18611
  14.79345  14.82438     0.050     33970     18616
  14.79260  14.82365     0.050     33961     18626
  14.79175  14.82289     0.050     33965     18635
  14.79090  14.82207     0.050     33971     18641
  14.79005  14.82115     0.050     33968     18645
  14.78920  14.82020     0.050     33971     18660
  14.78835  14.81926     0.050     33971     18668
  14.78750  14.81832     0.050     33966     18675
  14.78665  14.81743     0.050     33972     18683
  14.78580  14.81658     0.050     33972     18687
  14.78495  14.81577     0.050     33975     18700
  14.78410  14.81503     0.050     33977     18707
  14.78325  14.81432     0.050     33971     18719
  14.78240  14.81359     0.050     33975     18721
  14.78155  14.81283     0.050     33969     18730
  14.78070  14.81201     0.050     33971     18745
  14.77985  14.81107     0.050     33971     18747
  14.77900  14.81013     0.050     33975     18753
  14.77815  14.80920     0.050     33974     18769
  14.77730  14.80826     0.050     33974     18773
  14.77645  14.80738     0.050     33980     18783
  14.77560  14.80654     0.050     33981     18790
  14.77475  14.80573     0.050     33977     18793
  14.77390  14.80500     0.050     33982     18810
  14.77305  14.80429     0.050     33977     18817
  14.77220  14.80355     0.050     33982     18829
  14.77135  14.80279     0.050     33982     18836
  14.77050  14.80196     0.050     33982     18841
  14.76965  14.80103     0.050     33982     18856
  14.76880  14.80008     0.050     33978     18860
  14.76795  14.79915     0.050     33982     18869
  14.76710  14.79822     0.050     33982     18882
  14.76625  14.79734     0.050     33985     18883
  14.76540  14.79650     0.050     33990     18896
  14.76455  14.79569     0.050     33980     18904
  14.76370  14.79495     0.050     33985     18913
  14.76285  14.79425     0.050     33984     18920
  14.76200  14.79351     0.050     33984     18928
  14.76115  14.79274     0.050     33979     18935
  14.76030  14.79190     0.050     33985     18946
  14.75945  14.79096     0.050     33983     18958
  14.75860  14.79001     0.050     33982     18964
  14.75775  14.78908     0.050     33987     18973
  14.75690  14.78814     0.050     33989     18979
  14.75605  14.78726     0.050     33987     18987
  14.75520  14.78643     0.050     33994     19000
  14.75435  14.78563     0.050     33994     19004
  14.75350  14.78489     0.050     33989     19014
  14.75265  14.78419     0.050     33991     19018
  14.75180  14.78345     0.050     33981     19028
  14.75095  14.78268     0.050     33991     19038
  14.75010  14.78183     0.050     33991     19050
  14.74925  14.78089     0.050     33998     19060
  14.74840  14.77995     0.050     33997     19066
  14.74755  14.77902     0.050     33993     19072
  14.74670  14.77809     0.050     33995     19080
  14.74585  14.77721     0.050     33995     19085
  14.74500  14.77638     0.050     33998     19098
  14.74415  14.77558     0.050     33996     19109
  14.74330  14.77485     0.050     33999     19122
  14.74245  14.77414     0.050     34003     19123
  14.74160  14.77340     0.050     33997     19131
  14.74075  14.77263     0.050     34003     19141
  14.73990  14.77177     0.050     33999     19145
  14.73905  14.77082     0.050     34001     19161
  14.73820  14.76989     0.050     34004     19167
  14.73735  14.76895     0.050     34009     19174
  14.73650  14.76802     0.050     34006     19185
  14.73565  14.76715     0.050     34006     19185
  14.73480  14.76632     0.050     34005     19206
  14.73395  14.76552     0.050     34006     19210
  14.73310  14.76479     0.050     34015     19219
  14.73225  14.76408     0.050     34002     19229
  14.73140  14.76333     0.050     34008     19241
  14.73055  14.76255     0.050     34010     19249
  14.72970  14.76168     0.050     34007     19255
  14.72885  14.76073     0.050     34014     19259
  14.72800  14.75979     0.050     34014     19268
  14.72715  14.75886     0.050     34002     19282
  14.72630  14.75793     0.050     34014     19286
  14.72545  14.75707     0.050     34005     19298
  14.72460  14.75624     0.050     34006     19297
  14.72375  14.75545     0.050     34000     19312
  14.72290  14.75474     0.050     34003     19312
  14.72205  14.75402     0.050     34002     19329
  14.72120  14.75328     0.050     34000     19332
  14.72035  14.75250     0.050     33999     19340
  14.71950  14.75162     0.050     34009     19350
  14.71865  14.75067     0.050     34009     19357
  14.71780  14.74974     0.050     34011     19369
  14.71695  14.74880     0.050     34008     19382
  14.71610  14.74788     0.050     34008     19383
  14.71525  14.74702     0.050     34007     19395
  14.71440  14.74619     0.050     34010     19401
  14.71355  14.74541     0.050     34009     19412
  14.71270  14.74469     0.050     34007     19420
  14.71185  14.74397     0.050     34006     19430
  14.71100  14.74323     0.050     34011     19439
  14.71015  14.74244     0.050     34007     19441
  14.70930  14.74156     0.050     34008     19449
  14.70845  14.74060     0.050     34006     19464
  14.70760  14.73967     0.050     34005     19468
  14.70675  14.73873     0.050     34004     19475
  14.70590  14.73781     0.050     34004     19485
  14.70505  14.73695     0.050     33997     19495
  14.70420  14.73612     0.050     34003     19499
  14.70335  14.73534     0.050     33992     19508
  14.70250  14.73462     0.050     33995     19517
  14.70165  14.73390     0.050     33999     19529
  14.70080  14.73315     0.050     33989     19530
  14.69995  14.73236     0.050     33988     19538
  14.69910  14.73146     0.050     33990     19548
  14.69825  14.73051     0.050     33988     19553
  14.69740  14.72958     0.050     33982     19560
  14.69655  14.72863     0.050     33975     19562
  14.69570  14.72772     0.050     33968     19572
  14.69485  14.72687     0.050     33955     19567
  14.69400  14.72604     0.050     33940     19569
  14.69315  14.72527     0.050     33911     19562
  14.69230  14.72456     0.050     33873     19549
  14.69145  14.72384     0.050     33740     19479
  14.69060  14.72309     0.050     33333     19253
  14.68975  14.72229     0.050     32897     19009
  14.68890  14.72139     0.050     32709     18912
  14.68805  14.72044     0.050     32985     19078
  14.68720  14.71951     0.050     33487     19380
  14.68635  14.71856     0.050     33838     19588
  14.68550  14.71765     0.050     33917     19645
  14.68465  14.71681     0.050     33831     19598
  14.68380  14.71598     0.050     33483     19406
  14.68295  14.71522     0.050     33034     19153
  14.68210  14.71451     0.050     32798     19025
  14.68125  14.71378     0.050     32955     19129
  14.68040  14.71303     0.050     33450     19426
  14.67955  14.71223     0.050     33834     19661
  14.67870  14.71131     0.050     33987     19758
  14.67785  14.71036     0.050     33997     19771
  14.67700  14.70943     0.050     33981     19760
  14.67615  14.70848     0.050     33915     19737
  14.67530  14.70758     0.050     33707     19625
  14.67445  14.70673     0.050     33253     19367
  14.67360  14.70590     0.050     32888     19163
  14.67275  14.70514     0.050     32847     19151
  14.67190  14.70443     0.050     33240     19390
  14.67105  14.70370     0.050     33697     19663
  14.67020  14.70295     0.050     33945     19817
  14.66935  14.70214     0.050     33965     19838
  14.66850  14.70121     0.050     33872     19795
  14.66765  14.70026     0.050     33514     19594
  14.66680  14.69933     0.050     33055     19333
  14.66595  14.69839     0.050     32823     19203
  14.66510  14.69750     0.050     33016     19328
  14.66425  14.69665     0.050     33533     19638
  14.66340  14.69584     0.050     33925     19881
  14.66255  14.69508     0.050     34097     19986
  14.66170  14.69438     0.050     34119     20010
  14.66085  14.69365     0.050     34133     20025
  14.66000  14.69289     0.050     34123     20029
  14.65915  14.69206     0.050     34130     20035
  14.65830  14.69113     0.050     34121     20042
  14.65745  14.69018     0.050     34132     20056
  14.65660  14.68925     0.050     34132     20068
  14.65575  14.68831     0.050     34130     20080
  14.65490  14.68742     0.050     34127     20085
  14.65405  14.68657     0.050     34127     20094
  14.65320  14.68576     0.050     34129     20101
  14.65235  14.68502     0.050     34125     20113
  14.65150  14.68431     0.050     34125     20124
  14.65065  14.68357     0.050     34121     20130
  14.64980  14.68280     0.050     34124     20134
  14.64895  14.68197     0.050     34123     20148
  14.64810  14.68102     0.050     34127     20154
  14.64725  14.68006     0.050     34125     20165
  14.64640  14.67912     0.050     34130     20179
  14.64555  14.67818     0.050     34120     20181
  14.64470  14.67730     0.050     34120     20198
  14.64385  14.67646     0.050     34129     20208
  14.64300  14.67565     0.050     34119     20212
  14.64215  14.67492     0.050     34120     20215
  14.64130  14.67421     0.050     34122     20224
  14.64045  14.67346     0.050     34121     20238
  14.63960  14.67270     0.050     34123     20243
  14.63875  14.67185     0.050     34120     20254
  14.63790  14.67090     0.050     34124     20266
  14.63705  14.66996     0.050     34123     20276
  14.63620  14.66902     0.050     34126     20284
  14.63535  14.66809     0.050     34124     20292
  14.63450  14.66721     0.050     34126     20304
  14.63365  14.66638     0.050     34123     20312
  14.63280  14.66558     0.050     34123     20322
  14.63195  14.66485     0.050     34132     20329
  14.63110  14.66413     0.050     34122     20337
  14.63025  14.66339     0.050     34129     20348
  14.62940  14.66261     0.050     34123     20360
  14.62855  14.66175     0.050     34129     20367
  14.62770  14.66079     0.050     34127     20374
  14.62685  14.65985     0.050     34125     20383
  14.62600  14.65891     0.050     34125     20393
  14.62515  14.65798     0.050     34123     20408
  14.62430  14.65711     0.050     34124     20413
  14.62345  14.65628     0.050     34130     20420
  14.62260  14.65548     0.050     34128     20430
  14.62175  14.65475     0.050     34130     20440
  14.62090  14.65403     0.050     34130     20452
  14.62005  14.65328     0.050     34118     20462
  14.61920  14.65250     0.050     34127     20470
  14.61835  14.65161     0.050     34122     20478
  14.61750  14.65065     0.050     34123     20485
  14.61665  14.64972     0.050     34126     20498
  14.61580  14.64877     0.050     34123     20506
  14.61495  14.64784     0.050     34129     20519
  14.61410  14.64698     0.050     34134     20524
  14.61325  14.64615     0.050     34131     20537
  14.61240  14.64537     0.050     34130     20541
  14.61155  14.64465     0.050     34127     20552
  14.61070  14.64393     0.050     34126     20563
  14.60985  14.64318     0.050     34128     20569
  14.60900  14.64239     0.050     34129     20584
  14.60815  14.64149     0.050     34125     20592
  14.60730  14.64054     0.050     34126     20602
  14.60645  14.63961     0.050     34137     20614
  14.60560  14.63867     0.050     34128     20616
  14.60475  14.63775     0.050     34131     20628
  14.60390  14.63689     0.050     34130     20636
  14.60305  14.63606     0.050     34132     20646
  14.60220  14.63529     0.050     34128     20661
  14.60135  14.63458     0.050     34136     20662
  14.60050  14.63386     0.050     34132     20673
  14.59965  14.63311     0.050     34130     20681
  14.59880  14.63231     0.050     34131     20694
  14.59795  14.63140     0.050     34135     20704
  14.59710  14.63045     0.050     34133     20705
  14.59625  14.62951     0.050     34131     20720
  14.59540  14.62857     0.050     34134     20733
  14.59455  14.62766     0.050     34133     20737
  14.59370  14.62681     0.050     34137     20751
  14.59285  14.62599     0.050     34135     20760
  14.59200  14.62522     0.050     34136     20764
  14.59115  14.62451     0.050     34137     20775
  14.59030  14.62378     0.050     34129     20786
  14.58945  14.62302     0.050     34134     20795
  14.58860  14.62221     0.050     34136     20807
  14.58775  14.62129     0.050     34133     20822
  14.58690  14.62034     0.050     34139     20823
  14.58605  14.61941     0.050     34139     20836
  14.58520  14.61847     0.050     34143     20846
  14.58435  14.61757     0.050     34140     20852
  14.58350  14.61672     0.050     34136     20864
  14.58265  14.61591     0.050     34138     20873
  14.58180  14.61515     0.050     34138     20880
  14.58095  14.61444     0.050     34147     20891
  14.58010  14.61371     0.050     34143     20899
  14.57925  14.61296     0.050     34142     20910
  14.57840  14.61215     0.050     34142     20920
  14.57755  14.61122     0.050     34147     20925
  14.57670  14.61027     0.050     34136     20942
  14.57585  14.60934     0.050     34137     20950
  14.57500  14.60840     0.050     34141     20953
  14.57415  14.60750     0.050     34140     20965
  14.57330  14.60666     0.050     34146     20971
  14.57245  14.60584     0.050     34136     20983
  14.57160  14.60510     0.050     34140     20987
  14.57075  14.60439     0.050     34141     21002
  14.56990  14.60365     0.050     34147     21015
  14.56905  14.60290     0.050     34148     21020
  14.56820  14.60207     0.050     34143     21028
  14.56735  14.60114     0.050     34143     21038
  14.56650  14.60019     0.050     34144     21049
  14.56565  14.59926     0.050     34145     21065
  14.56480  14.59832     0.050     34143     21064
  14.56395  14.59742     0.050     34136     21076
  14.56310  14.59658     0.050     34136     21086
  14.56225  14.59576     0.050     34142     21093
  14.56140  14.59501     0.050     34142     21106
  14.56055  14.59430     0.050     34139     21110
  14.55970  14.59357     0.050     34143     21120
  14.55885  14.59281     0.050     34143     21129
  14.55800  14.59197     0.050     34150     21140
  14.55715  14.59103     0.050     34151     21149
  14.55630  14.59009     0.050     34149     21159
  14.55545  14.58916     0.050     34147     21175
  14.55460  14.58822     0.050     34153     21184
  14.55375  14.58734     0.050     34154     21187
  14.55290  14.58651     0.050     34147     21198
  14.55205  14.58570     0.050     34148     21209
  14.55120  14.58496     0.050     34154     21220
  14.55035  14.58425     0.050     34152     21223
  14.54950  14.58352     0.050     34162     21236
  14.54865  14.58275     0.050     34152     21241
  14.54780  14.58191     0.050     34150     21252
  14.54695  14.58097     0.050     34155     21265
  14.54610  14.58003     0.050     34151     21269
  14.54525  14.57909     0.050     34155     21282
  14.54440  14.57816     0.050     34147     21289
  14.54355  14.57728     0.050     34150     21300
  14.54270  14.57645     0.050     34155     21308
  14.54185  14.57564     0.050     34158     21316
  14.54100  14.57490     0.050     34154     21329
  14.54015  14.57420     0.050     34150     21338
  14.53930  14.57345     0.050     34150     21349
  14.53845  14.57269     0.050     34148     21357
  14.53760  14.57183     0.050     34155     21360
  14.53675  14.57088     0.050     34156     21370
  14.53590  14.56994     0.050     34150     21384
  14.53505  14.56899     0.050     34153     21389
  14.53420  14.56806     0.050     34157     21399
  14.53335  14.56718     0.050     34155     21412
  14.53250  14.56634     0.050     34155     21419
  14.53165  14.56554     0.050     34153     21426
  14.53080  14.56482     0.050     34153     21435
  14.52995  14.56410     0.050     34153     21451
  14.52910  14.56336     0.050     34156     21455
  14.52825  14.56258     0.050     34163     21463
  14.52740  14.56171     0.050     34160     21472
  14.52655  14.56076     0.050     34153     21485
  14.52570  14.55982     0.050     34154     21491
  14.52485  14.55888     0.050     34156     21502
  14.52400  14.55795     0.050     34160     21509
