# XDI/1.0 
# Spectrum.license:CC BY 4.0
# Publication.authors: Mehrnaz Mikhchian
# Publication.affiliation: Canadian Light Source
# Facility.name:CLS
# Sample.temperature:r.t
# Sample.prep:powder, 500 um
# Publication.DOI: https://doi.org/10.20383/103.01329
# Sample.name:Iron (III) Phospahte-x2H2O
# Scan.number:scan1
# Sample.id:3q20lp
# Scan.start_time:2024-05-10
# Element.symbol:Fe
# Facility.energy:2.90 GeV
# Facility.xray_source:Bending magnet
# Beamline.name:SXRMB
# Beamline.scan_type:XAFS
# Beamline.scan_mode:TEY
# Beamline.website:https://sxrmb.lightsource.ca/
# Beamline.detector:Sample Current
# Beamline.energy_range:1.7 - 10.0
# Beamline.flux:1E11 ph/s
# Mono.name:InSb(111), Si(111)
# Element.edge:K
# Beamline_scan_mode:TEY
# Column.1:Energy
# Column.2:I0
# Column.6:TEY
# Column.7:Ifluor
# Column.5:Mufluor
# Energy  I0       TEY      Ifluor    Mufluor                  
7576.46   180784   0.7025302778356538        170145   665.303  
7580.68   180784   0.7025302778356538        170145   727.311  
7584.92   182524   0.7029900682098383        171848   681.473  
7589.17   183515   0.7036191647384956        172871   679.432  
7593.45   184447   0.7040370020055499        173809   701.768  
7597.74   185376   0.7036948923647522        174635   689.53   
7602.05   185594   0.7040449766778297        174891   744.386  
7606.38   187158   0.7028052621594562        176184   681.36   
7610.73   187818   0.70289886119467          176819   735.25   
7615.1    188410   0.7048309410701045        177660   659.929  
7619.49   189146   0.704355979314257         178284   684.322  
7623.9    189888   0.7052454068716772        179115   722.933  
7628.32   190610   0.7050768372066869        179771   736.109  
7632.77   191561   0.7030944562273593        180372   722.826  
7637.23   192575   0.7049684804650022        181608   684.196  
7641.72   193809   0.7055066295017604        182853   733.032  
7646.22   194784   0.7071807912215705        184027   714.666  
7650.74   196010   0.7061051670075528        185021   733.932  
7655.28   197566   0.7061131872147767        186491   732.942  
7659.84   198661   0.7055278362718219        187434   735.977  
7664.42   199554   0.7050613958060452        188204   773.536  
