# XDI/1.0 
# Spectrum.license:CC BY 4.0
# Publication.authors: Matthew Newville
# Publication.affiliation: Center for Advanced Radiation Sources, University of Chicago
# Sample.reference:none
# Facility.name:APS
# Sample.temperature:r.t.
# Sample.prep:powder on tape, 4 layers
# Sample.formula:FeO
# Sample.smiles:[Fe]=O
# Publication.DOI: https://doi.org/10.71622/XASLIB_535X-8J62
# Sample.name:Iron (II) Oxide
# Scan.number:Scan1
# Sample.id:wdf05o
# Scan.start_time:2001-08-10
# Element.symbol:Fe
# Facility.energy:7.0 GeV
# Facility.xray_source:Bending Magnet
# Beamline.name:20-BM-B
# Beamline.website:https://www.aps.anl.gov/Beamlines/Directory/Details?beamline_id=32
# Beamline.scan_mode:Transmission
# Beamline.energy_resolution:1.4 x 10^-4
# Beamline.flux:1 x 10^11 ph/s at 10 keV (toroidal focus); 2 x 10^8 ph/s at 5 µm (KB mirror)
# Beamline.spot_size:30 mm x 1 mm
# Beamline.energy_range:3.9 - 35
# Beamline.detector:Ionization chamber
# Mono.name:Si(111)
# Element.edge:K
# Column.1:Energy
# Column.2:I0
# Column.3:Itrans
# Column.4:Mutrans
# Energy   I0         Itrans         Mutrans
7322.1113  362090.97  129492.527736  0.5868809511998756
7325.0177  363008.34  130081.712307  0.5858702712860882
7327.7096  363582.88  130655.041165  0.5844536695615327
7330.5978  363831.53  131253.468899  0.5824989573676255
7333.6712  364127.31  132010.024018  0.5800166977239366
7336.4156  365954.19  133358.709507  0.5774211622523588
7339.2995  366482.22  134322.484193  0.5745243291833544
7342.4034  366602.38  135263.393084  0.5711780596848531
7345.3151  367317.62  136353.403893  0.5681213024765097
7348.2866  367739.03  137267.530497  0.5653371315698628
7351.3295  369123.53  138437.765444  0.562957308077658
7354.375   369536.16  139080.111325  0.5611907735876523
7357.4117  370156.88  139750.563716  0.5596160182928974
7360.497   370775.72  140490.109532  0.5578014371459666
7363.5965  371269.69  141254.782202  0.5557407627597636
7366.7103  371863.75  142067.546452  0.5536590428143824
7369.873   372499.94  142873.42333   0.5516736425301375
7372.9923  370256.25  142496.39106   0.5499638767320031
7376.126   373437.62  144012.46753   0.5489440120216916
7379.4708  374052.16  144571.641401  0.547821806724706
7382.5638  374261.75  144846.921205  0.5471467139905487
7385.671   363252.47  140764.297426  0.5465095676511683
7389.1177  376617.31  145974.764234  0.5464012011143904
7392.254   376942.25  146240.328307  0.5459207446179275
7395.5907  377380.25  146633.000496  0.5451560774643383
7398.919   377900.41  147151.751186  0.5440725579777849
7402.0639  378453.62  147812.591696  0.5425545059831802
7405.5498  378946.97  148673.547282  0.5402884864684852
7408.7473  379532.38  149616.579658  0.5378844937779079
7412.2865  380038.91  150726.704384  0.5348369716667428
7415.6187  380720.53  151880.920934  0.5319011761400817
7419.0125  381177.25  153026.218589  0.5287254441036635
7422.4095  381666.06  154011.608247  0.5261414474740469
7425.9271  382145.97  154865.093906  0.5239937438550278
7429.3308  381762.97  155279.656797  0.5221446669012302
7432.8317  383357.03  156330.312751  0.5208486345205172
7436.3831  348599.22  141979.047736  0.5214762842017959
7439.7731  382051.5   156640.875227  0.5181344712934474
7443.4493  383834.84  157859.779252  0.5165779548116911
7446.9286  384549.31  158490.764772  0.5155068192080998
7450.553   385208.84  159107.826868  0.5144142004314297
7454.193   385779.47  159626.984247  0.5135201865714858
7457.6709  386364.16  160133.204086  0.5126893345450704
7461.401   386958.97  160647.516559  0.5118501729438732
7464.9808  387539.84  161182.905056  0.5109311096340321
7468.7422  388015.81  161783.374544  0.5096781140157266
7472.3293  388635.84  162482.920431  0.5083109723816913
7476.0152  389020.97  163192.547983  0.5066171668096586
7479.6095  389703.19  164033.251135  0.5049138897249236
7483.6128  390137.47  164930.031788  0.5027316651470093
7487.2267  390578.84  165940.873954  0.5002269565678257
7491.0472  390942.31  166940.795958  0.497672953891646
7494.8121  391504.84  168039.795287  0.4950957175966053
7498.509   391929.44  168996.876683  0.49278419661198924
7502.5692  392494.12  169960.013762  0.49064984766900294
7506.2501  392868.88  170738.237279  0.48883197689805225
7510.1629  393326.72  171468.516945  0.48727097867852687
7514.0679  393786.62  172191.873557  0.4857412771789099
7517.8207  394067.62  172845.295531  0.48419494144047015
7521.9388  394610.69  173639.797452  0.4825808564932161
7525.8082  394922.81  174341.37424   0.4809503133570545
7529.6456  395401.03  175118.99875   0.47932046435887865
7533.6442  395801.31  175861.702151  0.47770063011178715
7537.6835  396149.66  176598.470824  0.47604022380338723
7541.5698  396333.09  177183.311362  0.47461004105399524
7545.7513  395706.59  177484.216225  0.47296079130836105
7549.7434  364256.16  164131.189889  0.47064698167118907
7553.5818  398842.81  179841.218     0.4702957511593043
7557.8501  399379.5   180643.313379  0.46873373687699255
7561.9286  399600.28  181267.483084  0.46727671902441625
7565.8652  399899.12  181870.700048  0.4659816524065872
7570.209   400320.03  182698.998594  0.4642251729060531
7574.3257  400728     183545.343941  0.4624127747860486
7578.4593  401116.06  184410.763879  0.4605335529822097
7582.4629  401530.19  185277.235495  0.45869474227914736
7586.9     401801.34  186146.779084  0.45667913678229793
7591.0724  402150.59  187023.373395  0.45475301013750785
7595.2004  402536.91  187865.032828  0.45297740653809754
7599.5177  403053.28  188762.749269  0.4512243625369545
7603.8154  403449.69  189676.531574  0.4492897251135652
