# XDI/1.0 
# Spectrum.license:CC BY 4.0
# Publication.authors: Puri A.
# Publication.affiliation: CNR-IOM; ESRF
# Facility.name:ESRF
# Sample.temperature:300 K
# Sample.prep:powder, liquids
# Sample.formula:FeO
# Sample.name:Iron (II) Oxide
# Scan.number:scan1
# Sample.id:g74ufm
# Scan.start_time:2018-10-07
# Element.symbol:Fe
# Facility.energy:6.03 GeV
# Facility.xray_source:Bending magnet (0.85 T)
# Beamline.name:BM08-GILDA
# Beamline.energy_range:4.9 - 32.0
# Beamline.scan_mode:Transmission
# Beamline.flux:1e10-1e11 ph/s
# Beamline.spot_size:1 mm x 2 mm
# Beamline.website:https://www.esrf.fr/UsersAndScience/Experiments/CRG/BM08
# Beamline.detector:Ionization chamber
# Mono.name:Si(111), Si(311)
# Element.edge:K
# Column.1:Energy
# Column.2:Mutrans
# Energy   Mutrans
6962.3437  0.3965203227399471
6967.3316  0.3886555290782981
6972.3433  0.38044720569124113
6977.3462  0.37278473264507395
6982.34    0.3648790002078581
6987.3414  0.35658345942937686
6992.3338  0.34901888345521664
6997.3336  0.3408321172011879
7002.3408  0.3328310587261791
7007.339   0.3249365992851337
7012.3447  0.31715130991226625
7017.3412  0.309159348942939
7022.3451  0.30148026306030995
7027.3398  0.29386861738284137
7032.342   0.2858982135465418
7037.3348  0.278177595572758
7042.3351  0.27055131477745425
7047.3428  0.26277255187605386
7052.3411  0.2553133883046819
7057.3468  0.24757793744120016
7062.3431  0.24032366551952414
7067.3468  0.23311844101978277
7072.341   0.22582599912861712
7077.3425  0.2186828749937453
7082.3345  0.2120329938843008
7087.3339  0.20544521313972539
7092.3406  0.19934790661449955
7097.3377  0.19430373525783817
7102.3421  0.1906123234416418
7107.3368  0.19094398685529096
7108.3435  0.19247810319379793
7109.4358  0.1952223855598063
7110.443   0.20072123442867984
7111.536   0.21789356748994487
7112.5439  0.2352943270525603
7113.6375  0.24791672064190415
7114.646   0.25742262521974907
7115.7404  0.2808026215055936
7116.835   0.33137150237988783
7117.8445  0.40461631170902373
7118.9398  0.5011084124041718
7120.0355  0.597051102864903
7121.0459  0.6651722365485959
7122.1423  0.7267601745218022
7123.239   0.7977796548525
7124.3361  0.8726891099494871
7125.3477  0.9155059271238374
7126.8401  0.9503157526672995
