# XDI/1.0 
# Spectrum.license:CC BY 4.0
# Publication.authors: Peter Blanchard, Miranda Vu, Joel Reid, Erika Bergen, Jeff Warner
# Publication.affiliation: Canadian Light Source
# Facility.name:CLS
# Sample.temperature:r.t
# Sample.prep:powder, 500 um
# Sample.formula:FeO(OH)
# Publication.DOI: https://doi.org/10.20383/103.01329
# Sample.name:Goethite
# Scan.number:scan3
# Sample.id:mrlvh2
# Scan.start_time:2022-03-21
# Element.symbol:Fe
# Facility.energy:2.90 GeV
# Facility.xray_source:Bending magnet
# Beamline.name:IDEAS
# Beamline.scan_mode:Transmission
# Beamline.website:https://ideas.lightsource.ca/
# Beamline.detector:Ionization chamber
# Beamline.energy_range:1.8 - 13.0
# Beamline.flux:5E10-7E11 ph/s
# Mono.name:InSb(111), Ge(220)
# Element.edge:K
# Column.1:Energy
# Column.2:I0
# Column.3:Itrans
# Column.4:Irefer
# Column.5:Mutrans
# Energy I0       Itrans   Irefer   Mutrans
6912     1021680  947396   876197   0.18797211345898743
6922     1078890  1010330  928409   0.18023454313720472
6932     1082110  1025700  943505   0.17069654474966486
6942     1080480  1034980  953429   0.1624209798662103
6952     1086940  1054570  972574   0.15235423315255658
6962     1088440  1067950  986197   0.1435162958427031
6972     1078480  1067400  987481   0.13668624492071202
6982     1074110  1073610  994451   0.1289246447689731
6992     1071250  1081820  1003600  0.12083012536339573
7002     1069240  1092160  1014700  0.11186475845693583
7012     1067430  1102480  1026160  0.10312892605587336
7022     1059390  1104600  1029740  0.09566605233953773
7032     1061610  1120450  1046320  0.08610006005956163
7042     1060710  1128590  1053630  0.07973509042778441
7052     1065770  1153300  1080860  0.06643398496659084
7062     1062590  1162130  1090710  0.05807884621760001
7072     1053390  1165250  1096230  0.04912429125534022
7082     1064460  1191170  1120030  0.04003644368816486
7082.5   1063660  1190660  1119680  0.039781748080352605
7083     1063790  1191590  1120310  0.03926340608800347
7083.5   1064340  1193040  1121670  0.038713050741562754
7084     1064800  1194500  1123160  0.03809053505743903
7084.5   1065220  1195540  1123890  0.03771595072917824
7085     1065650  1196880  1125110  0.0371519176974414
7085.5   1066270  1198480  1126570  0.03655823751629433
7086     1066950  1200320  1128160  0.03585256685842734
7086.5   1067590  1201840  1129590  0.03532847559673039
7087     1067880  1202980  1130540  0.03479602082980165
7087.5   1067870  1203770  1131200  0.0342719418832462
7088     1067640  1203850  1131240  0.034050094541653926
7088.5   1067560  1204210  1131540  0.03375578111465956
7089     1067300  1204490  1131430  0.0333810784320903
7089.5   1066930  1204870  1131630  0.03285990038524223
7090     1065900  1204080  1131140  0.0326159324302158
7090.5   1064770  1203190  1130240  0.03236306498991653
7091     1063540  1201970  1128910  0.032251802298561616
7091.5   1062420  1201130  1128030  0.031972746899352034
7092     1060820  1199510  1126260  0.03184878904885375
7092.5   1059550  1198610  1125390  0.03149671491386948
7093     1058530  1197590  1124130  0.031408728328404106
7093.5   1057510  1196570  1123090  0.0313205818748183
7094     1056720  1196130  1122490  0.031021859718620575
7094.5   1056220  1196290  1122190  0.030544077965293247
7095     1055210  1195300  1121230  0.03044270467925776
7095.5   1054490  1194920  1120690  0.030155735618621785
7096     1053670  1194230  1119570  0.029998068891525457
7096.5   1053140  1194100  1119120  0.029687748323009838
7097     1052900  1194200  1118710  0.029442448657750725
7097.5   1052520  1194210  1118170  0.02915174275633545
7098     1051820  1193290  1116950  0.029234692362534676
7098.5   1051220  1192120  1114780  0.029557679653076548
7099     1050410  1190070  1111510  0.030305623407962765
7099.5   1049660  1189000  1109690  0.03045142958877596
7100     1049190  1189160  1109700  0.02999301622119927
7100.5   1048420  1189360  1109400  0.029282801011892526
7101     1048030  1189400  1108870  0.02896349131751191
7101.5   1047300  1188970  1107570  0.028699665351520222
